iter	RMSE
481	37.14704247
482	37.14166219
483	37.06784005
484	37.016883
485	36.93462606
486	36.84194236
487	36.80035852
488	36.75737066
489	36.69373029
490	36.61974955
491	36.58045315
492	36.52702145
493	36.47322741
494	36.448139
495	36.4032935
496	36.36377981
497	36.32368565
498	36.299894
499	36.22968386
500	36.20374995
501	36.1472069
502	36.12644539
503	36.08717601
504	36.02605162
505	35.9846463
506	35.96050098
507	35.91681495
508	35.89371763
509	35.83661408
510	35.7752563
511	35.75861177
512	35.72954273
513	35.71130148
514	35.68929701
515	35.63410641
516	35.58522404
517	35.54962402
518	35.53375966
519	35.49755658
520	35.47893664
521	35.46394382
522	35.44883723
523	35.41242949
524	35.36300592
525	35.34876497
526	35.28549582
527	35.25238102
528	35.24692795
529	35.19788934
530	35.19261354
531	35.15363643
532	35.12142925
533	35.09283382
534	35.08784121
535	35.0438188
536	35.0388604
537	34.98453829
538	34.96039536
539	34.87081565
540	34.85599435
541	34.84394552
542	34.82043477
543	34.78395024
544	34.77092752
545	34.75696881
546	34.70534271
547	34.64198875
548	34.63766591
549	34.58833955
550	34.54195379
551	34.50228751
552	34.48077139
553	34.43992728
554	34.42208773
555	34.38816759
556	34.38413244
557	34.35101674
558	34.33743602
559	34.32025422
560	34.27669532
561	34.22082809
562	34.20260093
563	34.14558997
564	34.0864238
565	34.07945086
566	34.06786176
567	34.05815247
568	34.05376994
569	34.04946316
570	34.02155011
571	33.9838692
572	33.96460077
573	33.94603638
574	33.93831703
575	33.89881223
576	33.8478531
577	33.79893166
578	33.77008798
579	33.76030681
580	33.71558165
581	33.68601026
582	33.67811717
583	33.63887703
584	33.57608322
585	33.53299229
586	33.49709719
587	33.45740994
588	33.41667111
589	33.37664897
590	33.36183175
591	33.34858601
592	33.29587465
593	33.26168882
594	33.21578397
595	33.20166681
596	33.16245863
597	33.12067798
598	33.08984453
599	33.07708312
600	33.0400406
601	33.00823861
602	32.99481825
603	32.98161511
604	32.95105118
605	32.93760604
606	32.92479695
607	32.8845768
608	32.85722952
609	32.81935396
610	32.78528274
611	32.73434998
612	32.68775277
613	32.65464744
614	32.62465099
615	32.61287658
616	32.57074356
617	32.5597807
618	32.53377602
619	32.48277698
620	32.4346585
621	32.42296
622	32.39101472
623	32.36464237
624	32.29849399
625	32.2700589
626	32.23400206
627	32.22317936
628	32.17713863
629	32.14863261
630	32.13496273
631	32.09547713
632	32.05892204
633	32.05433172
634	32.02008576
635	31.9863726
636	31.96599861
637	31.92421409
638	31.91397223
639	31.89097307
640	31.869959
641	31.83354386
642	31.80388164
643	31.7933431
644	31.78444147
645	31.75747722
646	31.70138665
647	31.6663654
648	31.6406863
649	31.61020427
650	31.60030154
651	31.58810394
652	31.58391549
653	31.57491249
654	31.53746759
655	31.51322951
656	31.49699777
657	31.49069075
658	31.46430991
659	31.43358946
660	31.41399533
661	31.3953545
662	31.36938518
663	31.33162634
664	31.30419025
665	31.30080048
666	31.28041066
667	31.27547356
668	31.24693927
669	31.23991944
670	31.23230801
671	31.21240607
672	31.20568142
673	31.18554062
674	31.17908111
675	31.16127074
676	31.1445082
677	31.13526081
678	31.13104522
679	31.12923526
680	31.10292471
681	31.07818313
682	31.04612566
683	31.02949121
684	30.99807124
685	30.99628094
686	30.98524502
687	30.94625353
688	30.93037286
689	30.92610836
690	30.86707612
691	30.86523364
692	30.83463121
693	30.82552589
694	30.79653892
695	30.78603466
696	30.77068532
697	30.72140586
698	30.7026368
699	30.64213997
700	30.61175703
701	30.59353047
702	30.56578199
703	30.54679639
704	30.54402314
705	30.52456985
706	30.49340715
707	30.48115157
708	30.4637305
709	30.43874158
710	30.41820227
711	30.39261653
712	30.37515871
713	30.36659258
714	30.35573031
715	30.34802885
716	30.33825604
717	30.3141988
718	30.29990987
719	30.29215832
720	30.28891128
721	30.25643814
722	30.23657749
723	30.22050318
724	30.16842931
725	30.13815553
726	30.11586628
727	30.09346625
728	30.05603922
729	30.0073804
730	30.00008187
731	29.97584265
732	29.93427393
733	29.88568748
734	29.86521423
735	29.85818968
736	29.85258636
737	29.84624798
738	29.83166849
739	29.81573797
740	29.79005553
741	29.76725171
742	29.75008798
743	29.7338787
744	29.72425875
745	29.7173206
746	29.71182995
747	29.70789622
748	29.70106229
749	29.67221039
750	29.66611791
751	29.63728159
752	29.61295101
753	29.59125018
754	29.5848456
755	29.58359573
756	29.55641336
757	29.55354536
758	29.54047449
759	29.50153475
760	29.49801398
761	29.49379135
762	29.47324918
763	29.46181955
764	29.44224432
765	29.42769702
766	29.40890497
767	29.38379311
768	29.36684846
769	29.35208318
770	29.33981822
771	29.32382469
772	29.31998338
773	29.30142986
774	29.2873091
775	29.26462229
776	29.23582589
777	29.22263622
778	29.21550804
779	29.1985404
780	29.1761478
781	29.14864889
782	29.13867895
783	29.12078775
784	29.10154244
785	29.09394848
786	29.08265719
787	29.07179992
788	29.06134395
789	29.05126056
790	29.03764505
791	29.02824428
792	29.01914776
793	29.0067876
794	28.99825924
795	28.98244668
796	28.96769027
797	28.94785031
798	28.92681607
799	28.90811962
800	28.88661516
801	28.86718348
802	28.85843467
803	28.85264949
804	28.83617713
805	28.80222529
806	28.7642098
807	28.75274691
808	28.7362998
809	28.72588694
810	28.70710997
811	28.70598597
812	28.671266
813	28.67066383
814	28.65536613
815	28.63865044
816	28.638058
817	28.63747489
818	28.6059218
819	28.58730251
820	28.57283267
821	28.55882783
822	28.54778246
823	28.54721607
824	28.53022911
825	28.49921313
826	28.48572967
827	28.48560814
828	28.47252255
829	28.47008303
830	28.43688346
831	28.43632346
832	28.43577239
833	28.43523005
834	28.42067559
835	28.42014201
836	28.38856364
837	28.37579263
838	28.37526847
839	28.35977599
840	28.3592578
841	28.34497818
842	28.33036304
843	28.32985637
844	28.31483014
845	28.30663088
846	28.29878581
847	28.29126376
848	28.28403785
849	28.26859324
850	28.24952306
851	28.22574788
852	28.19463275
853	28.1799291
854	28.17948022
855	28.17934617
856	28.17885051
857	28.17046229
858	28.16189675
859	28.14296718
860	28.14283645
861	28.14234686
862	28.12279391
863	28.11181184
864	28.0843339
865	28.04564466
866	28.01348248
867	27.99956144
868	27.97365818
869	27.95620588
870	27.93589037
871	27.9114085
872	27.9024248
873	27.89267549
874	27.89219701
875	27.88339204
876	27.86831112
877	27.85986064
878	27.85604458
879	27.85594753
880	27.82794926
881	27.80877627
882	27.79577791
883	27.77470255
884	27.75539931
885	27.74265339
886	27.73076266
887	27.71861921
888	27.69434612
889	27.68013546
890	27.64653876
891	27.64193535
892	27.64182874
893	27.63628602
894	27.62503866
895	27.59128893
896	27.57372537
897	27.55071342
898	27.52176401
899	27.50781101
900	27.48574727
901	27.45467983
902	27.43115071
903	27.41929003
904	27.38413124
905	27.36831037
906	27.34045563
907	27.33259536
908	27.32751351
909	27.30266202
910	27.29132443
911	27.28014071
912	27.2634942
913	27.25951546
914	27.25564967
915	27.24512293
916	27.23942147
917	27.23590602
918	27.21602966
919	27.2063357
920	27.19116639
921	27.16738601
922	27.16692582
923	27.1593607
924	27.13834251
925	27.119234
926	27.10454589
927	27.10113278
928	27.09784901
929	27.09453561
930	27.07925118
931	27.0761979
932	27.06628854
933	27.06327939
934	27.04604945
935	27.02444616
936	27.02437775
937	27.01390663
938	27.00690765
939	27.00683135
940	27.00362926
941	26.9785722
942	26.95749869
943	26.94991358
944	26.93756754
945	26.92605016
946	26.9226741
947	26.91251036
948	26.9093151
949	26.89534133
950	26.8837524
951	26.86090273
952	26.86049293
953	26.85198739
954	26.85190369
955	26.85150063
956	26.83585175
957	26.83045995
958	26.81640137
959	26.78905176
960	26.76531102
961	26.73912274
962	26.72369192
963	26.71196948
964	26.70287917
965	26.68700919
966	26.67642295
967	26.6625358
968	26.66246002
969	26.65431524
970	26.62700774
971	26.6067991
972	26.591147
973	26.56884159
974	26.56376695
975	26.55312447
976	26.55272029
977	26.54668705
978	26.53320301
979	26.52635863
980	26.51325806
981	26.50933047
982	26.48284215
983	26.45809763
984	26.44473725
985	26.44163821
986	26.43524379
987	26.43483421
988	26.43252241
989	26.4146896
990	26.4067264
991	26.39751205
992	26.38535044
993	26.37051314
994	26.36012796
995	26.35207455
996	26.34650838
997	26.33913504
998	26.33043712
999	26.32255001
